Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Pacific Islander,8.70%,11.50%,15.40%,11.30%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,White,16.40%,3.10%,15.90%,1.80%
2021,8,Bullying and Harassment,Sexting,Race/Ethnicity,Multi-race,18.00%,4.90%,21.30%,3.30%
2021,8,Bullying and Harassment,Sexting,Academic  Failure,High Risk,8.30%,17.10%,0.00%,.
2021,8,Bullying and Harassment,Sexting,Any Disability,No,11.60%,1.90%,11.10%,1.20%
2021,8,Bullying and Harassment,Sexting,Any Disability,Yes,28.40%,5.20%,28.30%,3.20%
2021,8,Bullying and Harassment,Sexting,Physical Disability,No,14.70%,1.90%,14.40%,1.20%
2021,8,Bullying and Harassment,Sexting,Physical Disability,Yes,18.40%,7.50%,23.40%,5.20%
2021,8,Bullying and Harassment,Sexting,Emotional/Learning Disability,No,12.40%,1.80%,12.60%,1.20%
2021,8,Bullying and Harassment,Sexting,Emotional/Learning Disability,Yes,34.70%,7.20%,32.30%,4.40%
2021,8,Bullying and Harassment,Sexting,Others Think I Have Disability,No,12.80%,1.80%,12.80%,1.20%
2021,8,Bullying and Harassment,Sexting,Others Think I Have Disability,Yes,34.80%,8.00%,32.60%,4.60%
2021,8,Bullying and Harassment,Sexting,Physical Activity Limited by Disability,No,14.10%,1.90%,13.80%,1.20%
2021,8,Bullying and Harassment,Sexting,Physical Activity Limited by Disability,Yes,29.30%,9.30%,32.20%,6.00%
2021,8,Bullying and Harassment,Sexting,Migrant Status,Non-migrant,14.30%,1.90%,14.50%,1.30%
2021,8,Bullying and Harassment,Sexting,Migrant Status,Migrant,20.20%,7.20%,18.40%,4.00%
2021,8,Bullying and Harassment,Sexting,Military Parents,Non-militrary,14.50%,2.00%,14.60%,1.40%
2021,8,Bullying and Harassment,Sexting,Military Parents,Military,16.70%,5.10%,16.80%,2.60%
2021,8,Bullying and Harassment,Sexting,Lost Home Due to Finances,No,14.80%,1.90%,15.00%,1.20%
2021,8,Bullying and Harassment,Sexting,Lost Home Due to Finances,Yes,24.00%,16.80%,24.70%,9.90%
2021,8,Bullying and Harassment,Sexting,Not Enough Money for Food in Past Year,No,14.50%,1.90%,14.20%,1.20%
2021,8,Bullying and Harassment,Sexting,Not Enough Money for Food in Past Year,Yes,22.20%,11.10%,32.30%,7.20%
2021,10,Bullying and Harassment,Bullying,Grades in School,Mostly A's,10.00%,1.30%,11.00%,1.00%
2021,10,Bullying and Harassment,Bullying,Grades in School,Mostly B's,12.80%,2.40%,13.80%,1.50%
2021,10,Bullying and Harassment,Bullying,Grades in School,Mostly C's,13.90%,3.70%,16.20%,2.00%
2021,10,Bullying and Harassment,Bullying,Grades in School,Mostly D's/F's,15.20%,5.30%,18.70%,2.60%
2021,10,Bullying and Harassment,Bullying,Gender Identity,Male,9.40%,1.40%,9.50%,0.90%
2021,10,Bullying and Harassment,Bullying,Gender Identity,Female,11.20%,1.60%,14.00%,1.20%
2021,10,Bullying and Harassment,Bullying,Gender Identity,Transgender,35.00%,20.90%,28.80%,12.30%
2021,10,Bullying and Harassment,Bullying,Sexual Orientation,Heterosexual,9.00%,1.10%,10.20%,0.80%
2021,10,Bullying and Harassment,Bullying,Sexual Orientation,Gay or Lesbian,22.40%,6.70%,23.50%,4.80%
2021,10,Bullying and Harassment,Bullying,Sexual Orientation,Bisexual,17.80%,3.50%,23.00%,2.60%
2021,10,Bullying and Harassment,Bullying,Sexual Orientation,Questioning,13.70%,4.20%,15.20%,3.30%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,Native American,53.30%,25.30%,21.40%,7.60%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,Asian,7.80%,1.90%,7.20%,1.70%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,Black,7.70%,3.90%,12.20%,3.80%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,Hispanic,8.00%,3.30%,8.60%,1.50%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,White,13.40%,1.60%,14.70%,1.10%
2021,10,Bullying and Harassment,Bullying,Race/Ethnicity,Multi-race,13.00%,2.90%,16.60%,2.00%
2021,10,Bullying and Harassment,Bullying,Academic  Failure,Low Risk,9.60%,1.80%,11.40%,1.40%
2021,10,Bullying and Harassment,Bullying,Academic  Failure,High Risk,14.00%,2.70%,16.10%,1.60%
2021,10,Bullying and Harassment,Bullying,Low Commitment to School,Low Risk,7.70%,1.90%,9.60%,1.40%
2021,10,Bullying and Harassment,Bullying,Low Commitment to School,High Risk,14.20%,2.20%,16.80%,1.50%
2021,10,Bullying and Harassment,Bullying,Poor Family Management,Low Risk,10.30%,1.60%,12.30%,1.20%
2021,10,Bullying and Harassment,Bullying,Poor Family Management,High Risk,15.10%,3.70%,17.30%,2.40%
2021,10,Bullying and Harassment,Bullying,Favorable Attitudes Toward Drug Use,Low Risk,9.30%,1.80%,11.90%,1.30%
2021,10,Bullying and Harassment,Bullying,Favorable Attitudes Toward Drug Use,High Risk,14.30%,2.60%,16.00%,1.70%
2021,10,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,Low Risk,10.00%,1.80%,11.90%,1.30%
2021,10,Bullying and Harassment,Bullying,Peers Attitudes Favorable Towards Drug Use,High Risk,13.80%,2.70%,16.40%,1.80%
2021,10,Bullying and Harassment,Bullying,Any Disability,No,7.20%,1.40%,8.60%,1.00%
2021,10,Bullying and Harassment,Bullying,Any Disability,Yes,22.80%,3.80%,25.70%,2.60%
2021,10,Bullying and Harassment,Bullying,Physical Disability,No,10.00%,1.50%,12.10%,1.00%
2021,10,Bullying and Harassment,Bullying,Physical Disability,Yes,24.50%,6.80%,25.30%,4.30%
2021,10,Bullying and Harassment,Bullying,Emotional/Learning Disability,No,8.60%,1.40%,9.70%,1.00%
2021,10,Bullying and Harassment,Bullying,Emotional/Learning Disability,Yes,24.00%,4.70%,30.20%,3.30%
2021,10,Bullying and Harassment,Bullying,Others Think I Have Disability,No,9.30%,1.40%,10.80%,1.00%
2021,10,Bullying and Harassment,Bullying,Others Think I Have Disability,Yes,24.50%,5.60%,29.30%,3.80%
2021,10,Bullying and Harassment,Bullying,Physical Activity Limited by Disability,No,9.80%,1.40%,11.50%,1.00%
2021,10,Bullying and Harassment,Bullying,Physical Activity Limited by Disability,Yes,25.80%,6.80%,31.20%,4.70%
2021,10,Bullying and Harassment,Bullying,Migrant Status,Non-migrant,11.20%,1.10%,13.10%,0.70%
2021,10,Bullying and Harassment,Bullying,Migrant Status,Migrant,15.80%,5.10%,16.20%,2.90%
2021,10,Bullying and Harassment,Bullying,Military Parents,Non-militrary,11.20%,1.60%,12.10%,1.10%
2021,10,Bullying and Harassment,Bullying,Military Parents,Military,12.90%,4.50%,17.20%,2.40%
2021,10,Bullying and Harassment,Bullying,Lost Home Due to Finances,No,11.30%,1.10%,13.10%,0.70%
2021,10,Bullying and Harassment,Bullying,Lost Home Due to Finances,Yes,14.50%,8.80%,21.70%,5.70%
2021,10,Bullying and Harassment,Bullying,Not Enough Money for Food in Past Year,No,10.80%,1.10%,12.40%,0.70%
2021,10,Bullying and Harassment,Bullying,Not Enough Money for Food in Past Year,Yes,23.90%,7.10%,28.70%,4.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly A's,62.30%,2.80%,65.10%,2.00%
2021,10,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly B's,62.60%,4.90%,64.90%,3.00%
2021,10,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly C's,60.90%,7.30%,67.20%,3.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Grades in School,Mostly D's/F's,55.80%,10.50%,58.80%,4.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Male,63.70%,3.20%,67.00%,2.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Female,61.10%,3.50%,64.70%,2.20%
2021,10,Bullying and Harassment,Know How to Report Bullying,Gender Identity,Transgender,63.60%,28.50%,63.30%,17.30%
2021,10,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Heterosexual,63.20%,2.70%,67.40%,1.70%
2021,10,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Gay or Lesbian,54.40%,11.80%,57.20%,7.70%
2021,10,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Bisexual,58.60%,6.50%,62.50%,4.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Sexual Orientation,Questioning,60.30%,8.60%,55.90%,6.20%
2021,10,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Asian,65.90%,4.60%,67.00%,4.30%
2021,10,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Black,57.10%,10.20%,59.40%,8.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Hispanic,65.40%,8.10%,66.60%,3.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,White,61.50%,3.20%,64.40%,2.00%
2021,10,Bullying and Harassment,Know How to Report Bullying,Race/Ethnicity,Multi-race,57.60%,6.10%,62.40%,3.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Any Disability,No,62.20%,2.60%,65.70%,1.70%
2021,10,Bullying and Harassment,Know How to Report Bullying,Any Disability,Yes,61.40%,4.40%,63.00%,2.80%
2021,10,Bullying and Harassment,Know How to Report Bullying,Physical Disability,No,61.50%,2.40%,64.60%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Physical Disability,Yes,67.10%,7.40%,67.30%,4.70%
2021,10,Bullying and Harassment,Know How to Report Bullying,Emotional/Learning Disability,No,62.10%,2.50%,65.40%,1.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Emotional/Learning Disability,Yes,60.80%,5.40%,62.30%,3.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Others Think I Have Disability,No,61.80%,2.40%,65.30%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Others Think I Have Disability,Yes,63.20%,6.30%,62.60%,4.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Physical Activity Limited by Disability,No,62.00%,2.40%,65.20%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Physical Activity Limited by Disability,Yes,61.60%,7.60%,62.00%,4.90%
2021,10,Bullying and Harassment,Know How to Report Bullying,Migrant Status,Non-migrant,62.00%,2.30%,64.70%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Migrant Status,Migrant,61.50%,10.00%,65.70%,5.30%
2021,10,Bullying and Harassment,Know How to Report Bullying,Military Parents,Non-militrary,62.00%,2.40%,64.40%,1.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Military Parents,Military,61.40%,6.60%,66.20%,3.10%
2021,10,Bullying and Harassment,Know How to Report Bullying,Lost Home Due to Finances,No,62.20%,2.30%,64.90%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Lost Home Due to Finances,Yes,59.50%,15.80%,62.90%,9.60%
2021,10,Bullying and Harassment,Know How to Report Bullying,Not Enough Money for Food in Past Year,No,62.00%,2.30%,65.10%,1.50%
2021,10,Bullying and Harassment,Know How to Report Bullying,Not Enough Money for Food in Past Year,Yes,59.70%,11.00%,58.30%,6.10%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly A's,35.70%,2.80%,42.10%,2.10%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly B's,38.50%,5.00%,41.10%,3.10%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly C's,32.00%,7.00%,37.00%,3.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Grades in School,Mostly D's/F's,24.70%,9.20%,34.90%,4.50%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Male,39.60%,3.30%,45.70%,2.20%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Female,32.80%,3.40%,37.20%,2.20%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Gender Identity,Transgender,36.40%,28.50%,24.10%,15.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Heterosexual,37.70%,2.70%,43.40%,1.80%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Gay or Lesbian,28.80%,10.90%,27.00%,7.10%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Bisexual,30.40%,6.10%,33.60%,4.00%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Sexual Orientation,Questioning,32.50%,8.30%,31.10%,5.90%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Asian,39.20%,4.80%,42.40%,4.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Black,41.90%,10.00%,40.00%,8.00%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Hispanic,37.90%,8.30%,43.80%,3.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,White,33.70%,3.20%,39.00%,2.10%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Race/Ethnicity,Multi-race,32.40%,5.90%,37.50%,3.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Any Disability,No,38.60%,2.70%,43.30%,1.80%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Any Disability,Yes,28.30%,4.10%,31.80%,2.80%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Physical Disability,No,35.80%,2.40%,40.60%,1.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Physical Disability,Yes,34.80%,7.50%,36.10%,4.80%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Emotional/Learning Disability,No,38.00%,2.50%,42.80%,1.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Emotional/Learning Disability,Yes,25.10%,4.90%,27.30%,3.30%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Others Think I Have Disability,No,37.10%,2.50%,41.20%,1.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Others Think I Have Disability,Yes,26.70%,5.80%,33.50%,4.00%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Physical Activity Limited by Disability,No,36.50%,2.40%,41.10%,1.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Physical Activity Limited by Disability,Yes,28.50%,7.00%,30.00%,4.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Migrant Status,Non-migrant,34.90%,2.30%,40.00%,1.50%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Migrant Status,Migrant,46.70%,10.30%,42.90%,5.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Military Parents,Non-militrary,35.60%,2.40%,40.50%,1.70%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Military Parents,Military,35.00%,6.50%,39.10%,3.20%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Lost Home Due to Finances,No,35.50%,2.30%,40.50%,1.50%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Lost Home Due to Finances,Yes,36.10%,15.70%,34.70%,9.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Not Enough Money for Food in Past Year,No,36.10%,2.30%,41.20%,1.60%
2021,10,Bullying and Harassment,School Tries to Stop Bullying,Not Enough Money for Food in Past Year,Yes,22.10%,9.30%,27.20%,5.50%
2021,10,Bullying and Harassment,Sexting,Grades in School,Mostly A's,15.20%,2.10%,16.00%,1.60%
2021,10,Bullying and Harassment,Sexting,Grades in School,Mostly B's,22.00%,4.20%,18.90%,2.40%
2021,10,Bullying and Harassment,Sexting,Grades in School,Mostly C's,21.60%,6.10%,22.50%,3.10%
2021,10,Bullying and Harassment,Sexting,Grades in School,Mostly D's/F's,40.70%,10.40%,25.10%,4.10%
2021,10,Bullying and Harassment,Sexting,Gender Identity,Male,17.00%,2.50%,15.90%,1.60%
2021,10,Bullying and Harassment,Sexting,Gender Identity,Female,18.80%,2.80%,20.00%,1.80%
2021,10,Bullying and Harassment,Sexting,Gender Identity,Transgender,36.40%,28.50%,23.30%,15.10%
2021,10,Bullying and Harassment,Sexting,Sexual Orientation,Heterosexual,15.80%,2.00%,16.00%,1.30%
2021,10,Bullying and Harassment,Sexting,Sexual Orientation,Gay or Lesbian,17.40%,9.00%,23.30%,6.60%
2021,10,Bullying and Harassment,Sexting,Sexual Orientation,Bisexual,31.40%,6.10%,30.70%,3.90%
2021,10,Bullying and Harassment,Sexting,Sexual Orientation,Questioning,23.00%,7.40%,23.00%,5.20%
2021,10,Bullying and Harassment,Sexting,Race/Ethnicity,Asian,12.70%,3.20%,12.20%,3.00%
2021,10,Bullying and Harassment,Sexting,Race/Ethnicity,Black,12.90%,6.80%,16.10%,6.00%
2021,10,Bullying and Harassment,Sexting,Race/Ethnicity,Hispanic,18.70%,6.60%,15.70%,2.70%
2021,10,Bullying and Harassment,Sexting,Race/Ethnicity,White,20.10%,2.70%,19.60%,1.70%
2021,10,Bullying and Harassment,Sexting,Race/Ethnicity,Multi-race,23.90%,5.30%,24.80%,3.20%
2021,10,Bullying and Harassment,Sexting,Any Disability,No,14.50%,1.90%,14.80%,1.30%
2021,10,Bullying and Harassment,Sexting,Any Disability,Yes,29.80%,4.20%,28.70%,2.70%
2021,10,Bullying and Harassment,Sexting,Physical Disability,No,18.00%,1.90%,18.00%,1.20%
2021,10,Bullying and Harassment,Sexting,Physical Disability,Yes,25.00%,6.90%,25.50%,4.30%
2021,10,Bullying and Harassment,Sexting,Emotional/Learning Disability,No,15.10%,1.80%,15.60%,1.20%
2021,10,Bullying and Harassment,Sexting,Emotional/Learning Disability,Yes,34.80%,5.30%,33.10%,3.40%
2021,10,Bullying and Harassment,Sexting,Others Think I Have Disability,No,16.20%,1.80%,16.60%,1.20%
2021,10,Bullying and Harassment,Sexting,Others Think I Have Disability,Yes,35.50%,6.20%,32.40%,3.90%
2021,10,Bullying and Harassment,Sexting,Physical Activity Limited by Disability,No,16.80%,1.80%,17.30%,1.20%
2021,10,Bullying and Harassment,Sexting,Physical Activity Limited by Disability,Yes,36.90%,7.60%,33.00%,4.80%
2021,10,Bullying and Harassment,Sexting,Migrant Status,Non-migrant,18.70%,1.90%,18.50%,1.20%
2021,10,Bullying and Harassment,Sexting,Migrant Status,Migrant,21.10%,8.40%,24.10%,4.80%
2021,10,Bullying and Harassment,Sexting,Military Parents,Non-militrary,17.70%,1.90%,17.60%,1.30%
2021,10,Bullying and Harassment,Sexting,Military Parents,Military,24.40%,5.80%,22.50%,2.70%
2021,10,Bullying and Harassment,Sexting,Lost Home Due to Finances,No,18.60%,1.80%,18.60%,1.20%
2021,10,Bullying and Harassment,Sexting,Lost Home Due to Finances,Yes,18.90%,12.60%,22.40%,8.30%
2021,10,Bullying and Harassment,Sexting,Not Enough Money for Food in Past Year,No,17.80%,1.80%,17.60%,1.20%
2021,10,Bullying and Harassment,Sexting,Not Enough Money for Food in Past Year,Yes,34.20%,10.70%,34.00%,5.80%
2021,12,Bullying and Harassment,Bullying,Grades in School,Mostly A's,9.20%,1.50%,10.40%,1.20%
2021,12,Bullying and Harassment,Bullying,Grades in School,Mostly B's,10.40%,2.80%,15.30%,2.00%
2021,12,Bullying and Harassment,Bullying,Grades in School,Mostly C's,15.90%,4.60%,13.70%,2.30%
2021,12,Bullying and Harassment,Bullying,Grades in School,Mostly D's/F's,17.80%,6.90%,14.00%,3.00%
2021,12,Bullying and Harassment,Bullying,Gender Identity,Male,8.10%,1.60%,9.40%,1.20%
2021,12,Bullying and Harassment,Bullying,Gender Identity,Female,10.70%,1.90%,14.00%,1.50%
2021,12,Bullying and Harassment,Bullying,Gender Identity,Transgender,10.50%,13.80%,25.60%,13.70%
2021,12,Bullying and Harassment,Bullying,Sexual Orientation,Heterosexual,8.00%,1.30%,10.20%,1.00%
2021,12,Bullying and Harassment,Bullying,Sexual Orientation,Gay or Lesbian,14.90%,7.20%,23.80%,6.50%
2021,12,Bullying and Harassment,Bullying,Sexual Orientation,Bisexual,17.50%,4.40%,19.40%,3.00%
2021,12,Bullying and Harassment,Bullying,Sexual Orientation,Questioning,14.80%,6.20%,16.70%,4.90%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,Native American,30.00%,28.40%,21.30%,10.30%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,Asian,8.40%,2.80%,8.40%,2.70%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,Black,7.80%,5.20%,13.40%,5.90%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,Hispanic,6.60%,4.00%,9.60%,1.90%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,White,11.80%,1.80%,14.10%,1.30%
2021,12,Bullying and Harassment,Bullying,Race/Ethnicity,Multi-race,11.30%,3.30%,13.30%,2.30%
2021,12,Bullying and Harassment,Bullying,Academic  Failure,Low Risk,8.70%,2.10%,12.00%,1.80%
2021,12,Bullying and Harassment,Bullying,Academic  Failure,High Risk,12.60%,3.20%,13.30%,2.00%
